id,text,description
76,ダメ…だったんですか…？,人物：短髪で前髪が整った少年、シンプルなTシャツ姿、正面を向き直立;表情：驚きと戸惑いが混じった目、わずかな赤面;背景：背景はほぼ白、場所や時間帯は特定できない;効果：集中線や擬音語なし、セリフの吹き出しが強調;トーン：静かで緊張感のある雰囲気;印象：読者に疑問や不安、切なさが伝わる
77,文句があるならオメーがオレを訴えろ…,人物：筋肉質な中年男性、鉢巻きを巻き無精髭、険しい表情でアップ描写。;表情：険しく睨む目、怒りや挑発的な心理が表れている。;背景：背景は網点処理のみで場所や時間は特定できない。;効果：顔の陰影やペン線強調、集中線なし、セリフが強調されている。;トーン：重く緊張感があり、対決の予感が漂う雰囲気。;印象：不屈で強気な態度、反発心や覚悟を感じさせる。
78,武器を持て…,人物：中年男性、眼鏡、短髪、口ひげ、前傾姿勢;表情：冷静だが威圧感があり、感情を抑えている;背景：暗い陰影、周囲は不明だが緊迫感が漂う;効果：背景に強い影、集中線による迫力強調;トーン：暗く重い、緊張感が高まる雰囲気;印象：強い命令や覚悟を感じさせ、読者に緊迫感を伝える
79,つまり私が非常識という事かね…？,人物：中年男性、眼鏡、口ひげ、スーツとコート、落ち着いた姿勢;表情：片眉を上げた疑念や皮肉を感じさせる表情;背景：シンプルなドットのトーン、特定の場所や時間の描写なし;効果：背景に薄いトーン、集中線や擬音語なし;トーン：やや重く緊張感のある雰囲気;印象：皮肉や自嘲、論理的な対話を想起させる
80,さあな…,人物：中年男性、眼鏡、無精ひげ、煙草を吸う、顔に影;表情：無表情、冷めた目つき、諦めや虚無感;背景：暗い、場所不明、線で描かれた陰影のみ;効果：細かい線の陰影、煙の描写、セリフのみ;トーン：全体的に暗く重い、沈んだ雰囲気;印象：緊張感と諦めが入り混じり、読者に不安や静けさを伝える
81,何もできないのは…お前に覚悟がないからだ…,人物：中年男性、眼鏡、スーツ姿、横顔で厳格な雰囲気;表情：口を結び、真剣かつ厳しい印象;背景：白背景で場所や時間帯の情報なし;効果：細かい線による陰影、強調線や擬音語なし;トーン：緊張感、重い雰囲気;印象：厳しい指摘で読者に覚悟や自己認識の重要性を感じさせる
82,オメーだけが正義だと思うんじゃねぇ,人物：短髪で無精髭、口元が強調されている顔の一部が描写;表情：口を歪めて不満や怒りを感じさせる;背景：詳細な背景なし、人物の表情が中心;効果：トーンと影を使って重苦しさを演出;トーン：暗く重い、緊張感のある雰囲気;印象：強い否定や反発心が伝わり、読者に緊迫感を与える
83,だけど見過ごせないんです…,人物：短髪の少年、カジュアルな服装、顔を正面に向けている;表情：大粒の涙を流し、眉をひそめ苦しそう;背景：無地で詳細省略、場所や時間は不明;効果：涙や目元の描写に細かい線、感情の強調;トーン：全体的に重く、切迫した雰囲気;印象：心の葛藤や強い決意が読者に伝わる
84,立ち向かう勇気すらないんなら…何もいう資格はないわ,人物：短髪女性、ピアス、白いシャツ、煙草を持ち冷静な姿勢;表情：冷たい目つきと無表情さ、落ち着きと厳しさが感じられる;背景：薄紫色の抽象的な背景、場所や時間帯は特定できない;効果：背景に淡いグラデーション、視線に引き込ませる効果;トーン：冷静で緊張感が漂う;印象：厳しい現実や覚悟を突き付け、読者に強い印象を与える
85,あたしも…動くわ…,人物：長い黒髪、淡い化粧、疲れた表情、真正面を見つめている女性;表情：無気力で諦めの色が強い、少しぼんやりとした目;背景：詳細な描写なし、背景はトーン処理でシンプル;効果：なし（集中線や擬音語は使われていない）;トーン：静かで重い、緊張感や哀愁が漂う雰囲気;印象：葛藤や決意の瞬間が伝わり、読者に共感や切なさを与える
86,アンタだけじゃない…,人物：長い髪のキャラクターの片目アップ、涙が溢れている。;表情：悔しさや悲しみが強く表れた目元。;背景：シンプルで余計な描写なし、時間帯や場所は不明。;効果：涙と目元の濃い影、セリフの強調が印象的。;トーン：重く緊張感が漂うシリアスな雰囲気。;印象：感情の高ぶりと切実な訴えが強く伝わる。
87,もう…時間がない…,人物：短髪の少年、シャツ姿、前傾姿勢で緊張した様子;表情：焦りと切迫感が強く、汗をかいている;背景：描写はほぼなく、白背景で強調;効果：顔の陰影や集中線で緊張感を表現;トーン：暗く、切迫した雰囲気;印象：時間に追われて焦る様子が強く伝わる
88,録音させていただきます,人物：スーツ姿の男性、ラフな服装の女性、中年男性がソファに座る;表情：緊張や警戒感が感じられるうつむき加減;背景：室内、木目調の床とテーブル、落ち着いた空間;効果：全体を見下ろす俯瞰構図で状況の全体把握を強調;トーン：暗めで重い、シリアスな雰囲気;印象：緊張した場面で、これから重要なやりとりが始まる印象
89,そうですね…確かにその通りだ…,人物：中年男性、スーツ姿、うつむき加減でソファに座っている;表情：沈んだ表情で目線を落とし、内省や落胆の様子;背景：室内、ブラインド付きの窓、テーブルとコーヒーカップ;効果：影の付け方や点描で重い雰囲気を強調;トーン：暗く重苦しい、静かな緊張感;印象：読者に沈黙や諦め、重い決意を感じさせる
90,15倍です,人物：スーツ姿で短髪、口髭の中年男性、眉間にしわを寄せている;表情：厳しい表情で怒りや不満、緊張感が漂う;背景：白一色で描写無し、場所や時間帯は不明;効果：視覚効果は特になく、吹き出しのみ;トーン：全体的に重く緊迫した雰囲気;印象：読者に強い威圧感と緊張感を与える
91,それは個性だ,人物：強面の中年男性、スーツとタートルネックを着用、腕組みや真っ直ぐな姿勢。;表情：眉をひそめ、鋭い目つきで威圧感や真剣さが感じられる。;背景：白地にトーン処理、室内や時間帯は不明。;効果：線によるしわや影強調、表情を際立たせる集中線なし。;トーン：重厚で緊張感のある雰囲気。;印象：読者に威厳や説得力を与え、言葉の重みを伝える。
92,水かけ論だ！！,人物：二人の男性、うち一人は眼鏡とスーツ姿、もう一人は作業服風で床に座っている。;表情：上の人物は険しい表情、下の人物は伏し目がちで緊張感がある。;背景：屋内、狭い部屋、壁や床は木製、昼夜不明。;効果：集中線とトーンで緊迫感と強調、セリフが大きく描かれている。;トーン：全体的に暗く、重苦しい雰囲気。;印象：強い対立や議論の高まり、読者に緊張感と緊迫した空気を伝える。
93,いや…絶対に違う…！！,人物：太く険しい眉、鋭い目つき、顔の一部のみアップ、手で顔を覆う動作;表情：強い疑念や否定、緊張感が伝わる鋭い目;背景：背景は省略され、キャラクターの顔が画面の大部分を占める;効果：細かい線と陰影で表情を強調、吹き出しで感情が強調;トーン：全体的に暗く重い、緊張感に満ちている;印象：強い否定や決意が感じられ、読者に迫力と切迫感を与える
